sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
thũ ,0.364,48.839,-29.518,114.178,163.875,93.985,59.033,269.402,2,0, --undefined-- , --undefined-- ,3.75,of locally unvoiced frames: 3.750%   (3 / 80),0,0,of voice breaks: 0   (0 seconds / 0.363718 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.881,0.163,13.655,306.812,671.121,3028.008,3922.372
thũ ,0.221,52.523,-29.518,116.262,112.669,11.136,74.743,119.744,22,21,9.285,2.177,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0.221456 seconds),12.238,1136.357,7.462,8.531,13.293,1.68,5.758,8.296,21.385,0.891,0.15,14.477,306.812,671.121,3028.008,3922.372
thù ,0.293,51.037,-31.284,81.105,81.881,5.18,73.322,92.038,2,0, --undefined-- , --undefined-- ,1.587,of locally unvoiced frames: 1.587%   (1 / 63),0,0,of voice breaks: 0   (0 seconds / 0.292537 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.844,0.242,10.671,227.993,888.701,2891.857,3951.076
thù ,0.175,53.047,-31.284,168.471,168.212,7.507,157.69,180.245,25,24,5.974,0.269,0,of locally unvoiced frames: 0   (0 / 34),0,0,of voice breaks: 0   (0 seconds / 0.174804 seconds),1.138,68.004,0.497,0.409,5.379,0.597,1.865,2.643,4.288,0.992,0.008,23.806,227.993,888.701,2891.857,3951.076
thủ ,0.127,54.798,-29.697,179.365,175.418,13.53,148.863,193.075,1,0, --undefined-- , --undefined-- ,4.348,of locally unvoiced frames: 4.348%   (1 / 23),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.949,0.058,16.101,280.847,686.027,2950.248,3780.449
thủ ,0.096,54.173,-29.697,166.739,164.403,8.04,149.365,175.5,12,11,6.19,0.383,0,of locally unvoiced frames: 0   (0 / 15),0,0,of voice breaks: 0   (0 seconds / 0.095780 seconds),2.514,155.595,0.977,0.908,8.222,0.948,1.036,1.967, --undefined-- ,0.979,0.022,17.339,280.847,686.027,2950.248,3780.449
thụ ,0.231,50.111,-32.513,112.296,98.802,22.322,61.781,120.628,3,0, --undefined-- , --undefined-- ,29.167,of locally unvoiced frames: 29.167%   (14 / 48),1,20.708,of voice breaks: 20.708%   (0.047917 seconds / 0.231388 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.778,0.358,7.971,310.935,683.622,2894.123,3874.015
thụ ,0.104,52.409,-32.513,102.075,102.008,1.607,100.183,104.867,8,7,9.807,0.178,0,of locally unvoiced frames: 0   (0 / 17),0,0,of voice breaks: 0   (0 seconds / 0.103751 seconds),1.394,136.728,0.703,0.506,7.89,0.744,1.778,2.699, --undefined-- ,0.908,0.111,11.561,310.935,683.622,2894.123,3874.015
THỂ_single ,0.227,56.397,-22.642,165.918,169.393,20.975,136.029,202.454,1,0, --undefined-- , --undefined-- ,4.255,of locally unvoiced frames: 4.255%   (2 / 47),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.953,0.063,16.486,310.049,2277.508,2969.38,4298.082
THỂ_single ,0.208,57.287,-22.642,162.926,167.908,21.202,140.149,201.19,31,30,5.995,0.777,0,of locally unvoiced frames: 0   (0 / 42),0,0,of voice breaks: 0   (0 seconds / 0.207916 seconds),1.564,93.74,0.557,0.545,6.848,0.622,2.015,2.793,5.152,0.981,0.02,18.71,310.049,2277.508,2969.38,4298.082
